,Unnamed: 0,clean_post,source
699,67," رحلة و روندوني منظمة لإكتشاف غابة ثنية الحد  .  الجمعة_ 14_أكتوبر_2022 .  السعر : 1700 دج. .  .  محبي  المغامرة   التحدي   البراري عشاق  الطبيعة  . في أجواء ودية وعائلية  تدعوكم مجموعة ياس_ادفونتر_ديزد لرحلة ليوم واحد لقضاء اوقات ممتع و لإكتشاف  غابة ثنية الحد المتواجدة بولاية تيسمسيلت   وجهة رائعة بعيدة عن ضغط المنزل او العمل ، لتغيير الجو و راحة البال   .  .  الإنطلاق : الجمعة 14 أكتوبر 2022 على 06:45  .  العودة : في نفس اليوم على حوالي 20:30  .  مكان الإنطلاق : . العاصمة : (ساحة عيسات ايدير)  مقابل UGTA  . البليدة : موقف الحافلات المقابل لفاميلي شوب 7:30  .  .  يمكنكم الاطلاع على تفصيل البرنامج على الرابط الموالي : . https://facebook.com/events/s/randonnee au parc national de /490516826335923/ .  . هام: .   نقدم لكم خصم 30٪ عبر التطبيق  هيتش_الجزائر لتسهيل تنقلكم صباحاً و مساءا .   بطاقة المنخرط : 5 خرجات مع مجموعة ياس ادفنتر ديزد = خرجة مجانية .  .  الحجز : .   لحجز أماكنكم  يجب إرسال للصفحة  : صورة لبطاقة التعريف + رقم الهاتف. .   بعد ذلك ستصلك رسالة تأكيد الحجز .  معلومات إضافية : .  0550632485 .  0799715030 .  .  RANDONNÉE ORGANISÉE A LA FORET DES CÈDRES   Tenaient EL HAD  .  Vendredi_14_Octobre_2022 .  Prix : 1700 Da .  . "" YES Adventure DZ ""  vous offre l'occasion de profiter d'une magnifique journée à la forêt des cèdres , qui se trouve à Theniet El Had , wilaya de Tissemsilt  . < Ambiance familiale et conviviale  .  .  Départ : Vendredi 14 Octobre 2022 à 6:45 . .  Retour : le même jour vers 20:30 . .  Point de rendez vous : .   Alger Centre : 1er mai en face UGTA  .   Blida : au arrêt de bus en face Family Shop (7:30)  .  .  Vous pouvez consulter le Programme sur le lien suivant: . https://facebook.com/events/s/randonnee au parc national de /490516826335923/ .  . NB: .   Un code promo de 30% via l'application  Heetch_Algerie vous sera accordé à fin de faciliter votre déplacement le matin ainsi que le soir. .   Option carte de fidélité cinq sorties la sixième est gratuite. .  .   Informations_Réservations : .   Pour réserver votre place  il suffit d'envoyer à notre Page Facebook  : Une photo de votre pièce d’identité + Numéro de téléphone. .  .   Contact : .  0550632485 .  0799715030",YES ADVENTURE
700,68,"VEN., 14 OCT. . Randonnée au Parc National de Theniet El Had",YES ADVENTURE
701,69,Félicitations aux deux gagnants de notre jeu concours vous venez de remporter une randonnée gratuite chacun : .    skilacha880 .    ama_ney7 .  NB : Veuillez nous contacter au plus tard demain avant midi.,YES ADVENTURE
702,70," Randonnée Pédestre   Dans la forêt d'Akfadou ""Le sommet d'Azrou n'Taghat/Pont des 9 mètres"" Un Nouveau Circuit  .  Vendredi_14_Octobre_2022  .  Prix : 1800 Da .  . "" YES Adventure DZ ""  vous offre l'occasion de profiter d'un nouveau circuit à la magnifique forêt d'Akfadou Wilaya de Béjaïa pour découvrir le pont des 9 mètres et le deuxième plus haut sommet à Akfadou Azrou n'Taghat   . < Ambiance familiale et conviviale   .  .  Départ : Vendredi 14 Octobre 2022 .  Retour : Le même jour vers 21:00 .  Point de rendez vous : .   Alger Centre : La place de Aissat Idir  .   Possibilité de faire des ramassages dans la limite de notre itinéraire  .  .  Programme : .   Randonnée  Pédestre (17km au total) . .   Niveau de Difficulté : 7/10 avec un dénivelé positif important 700m .   Pique nique  en plein nature . .   Temps libre, relaxation . .  .   Informations_Réservations : .   Pour réserver votre place  il suffit d'envoyer à notre Page Facebook  : Une photo de votre pièce d’identité + Numéro de téléphone. .   Contact : .  0550632485 .  0799715030 .  .  راندوني في غابة اكفادو   أزرو تغات/جسر 9 أمتار   مسار جديد  .  الجمعة_14_أكتوبر_2022 .  السعر : 1800 دج .  .  الإنطلاق : الجمعة 14 أكتوبر 2022 على 06:30  .  العودة : في نفس اليوم على حوالي 21:00  .  مكان الإنطلاق : . العاصمة : (ساحة عيسات ايدير )  . إمكانية التوقف في الطريق ضمن حدود خط سير الرحلة .  .  يمكنكم الاطلاع على تفصيل البرنامج على الرابط الموالي : . https://facebook.com/events/s/randonnee vers le sommet de az/411220037664993/ .  . هام: .   نقدم لكم خصم 30٪ عبر التطبيق  هيتش_الجزائر لتسهيل تنقلكم صباحاً و مساءاً .   بطاقة المنخرط : 5 خرجات مع مجموعة ياس ادفنتر ديزد = خرجة مجانية .   يشترط ان يتمتع المشاركون بصحة جيدة وحالة جسدية جيدة .  .  الحجز : .   لحجز أماكنكم  يجب إرسال للصفحة  : صورة لبطاقة التعريف + رقم الهاتف. .  .  معلومات إضافية : .  0550632485 .  0799715030",YES ADVENTURE
703,71,"VEN., 14 OCT. . Randonnée vers Le sommet de Azrou n'Taghat",YES ADVENTURE
704,72,"        . تخييم في البحيرة الخضراء – اعكورن  .  من الجمعة 14 إلى السبت 15 أكتوبر 2022  . السعر: 3500 دج .  . نقترح عليكم رحلة تخييم الى الموقع السياحي المعروف باسم ""البحيرة الخضراء "" الواقعة في غابة اعكورن بتيزي وزو. تشتهر هذه البحيرة باشجارها الكثيفة، والتي يرتبط اسمها بلون مياهها الخضراء وجهة رائعة بعيدة عن المدينة، لتغيير الجو و راحة البال   .  .  الإنطلاق يوم الجمعة 14 أكتوبر على ساعة : 06:45 ⏱ من الجزائر العاصمة: ساحة عيسات إيدير بجوار محطة الميتروا . إمكانية التوقف في الطريق ضمن حدود خط سير الرحلة  .  تاريخ العودة إلى الجزائر العاصمة : السبت 15 اكتوبر على الساعة 20:30⏱ .  .  برنامج_التخييم .  الوصول الى مكان التخييم وبداية نصب الخيم. .  تناول وجبة الغذاء. .  جولة روندوني لاكتشاف المكان. .  جمع الحطب وإشعال نار المخيم لتناول وجبة العشاء. .  جولة ليلية مشيا على الأقدام. .  سهرة تعارف بين المشاركين، بالإضافة إلى لعبة لوڨارو  .  اليوم الثاني الاستيقاض صبحا تناول فطور الصباح. .   روندوني صباحية في المنطقة  .   الفطور . .   تنحية التخييم . .   عملية تنظيف المكان. .   صورة جماعية للتذكرة، و العودة إلى العاصمة . .  .  ما يجب إحضاره : . خيمة (إمكانية كراء خيمة من عندنا بالطلب) , كيس النوم (أو كوفيرطا) . ملابس للتغيير، بساط، مصباح يدوي، شاحن الهاتف. . المبلغ الكافي للأكل أو كل مشتريات خاصة . . إحضار وجبة الغذاء من أكل وشرب، علما أنه ستكون لنا حصة شراء . المستلزمات أثناء الرحلة. . الحضور بمزاج جيد من أجل قضاء وقت رائع كما عودناكم دائما . .  .  السعر : 3500 دج للشخص .   الأطفال (أقل من 12سنة) : 2500 دج. . الاكل غير محتسب في السعر. .  .  مهم : .   نقدم لكم خصم 30٪ عبر التطبيق  هيتش_الجزائر لتسهيل تنقلكم صباحاً و مساءا .   بطاقة المنخرط : 5 خرجات مع مجموعة ياس ادفنتر ديزد = خرجة مجانية .   يجب إحترام مواقيت الرحلة من الإنطلاق إلى العودة (لا يتم إنتظار المتأخرين). .   الدربوكة ممنوعة منعا باتا. .   الأماكن جد محدودة. .   يمكن تغيير مواعيد الرحلات حسب الأحوال الجوية. .   الحد الأدنى لعدد المشاركين المطلوب 15 شخصًا. .  .  الحجز : .   لحجز أماكنكم  يجب إرسال للصفحة  : صورة لبطاقة التعريف + رقم الهاتف متبوع باسم الخرجة .  معلومات إضافية : . 0550632485 0799715030",YES ADVENTURE
705,73, Tirage au sort  .  Vainqueur du Concours instagram : .  skilacha880 .  ama_ney7 .  NB : Veuillez nous contacter au plus tard demain avant midi.,YES ADVENTURE
706,74, Voyage organisé vers Tamanrasset (TASSILI DU HOGGAR  ASSEKREM)  .  .  Du 27 Octobre 2022 au 02 Novembre 2022 ( 7 Jours   6 Nuits) . Départ : Par Avion .  Prix : 68000 Da / Pension Complète .  .  Programme : .  transfert par Avion  Alger  Tamanrasset   Alger (Aller Retour) . Déplacement en 4X4  Une fois arrivé à Tamanrasset .  Hébergement en bivouac  .  Pension complète (petit déjeuner + déjeuner + diner) et bien sur le thé sahraoui .  Guide touareg francophone et arabophone .  L’organisation et la logistique complète du circuit. .  Soirée animée durant tout le séjour .  .  Vous pouvez consulter le Programme détaillé sur le lien suivant:  . https://www.facebook.com/events/477885794232196/ .  .   Informations_Réservations : .   Pour réserver votre place  il suffit d'envoyer à notre Page Facebook  : Une photo de votre pièce d’identité + Numéro de téléphone. .   Ensuite un virement de 25000 Da (non remboursable en cas d’annulation de la part du participant) par CCP ou au niveau de l'agence est requis afin de confirmer la réservation  .  .   Contact : .  0550632485 .  0799715030 .  .  tourisme  voyage  guides  oasis  sud  sudalgerien  Algerie  aventure  alger  tassili  Hoggar  Assekrem  camping  safari  sahra  vacances  famille  bivouac  tentes  touareg  Yes_Adventure_Dz,YES ADVENTURE
707,75, Voyage organisé vers Tamanrasset (TASSILI DU HOGGAR  ASSEKREM)  .  .  Du 27 Octobre 2022 au 02 Novembre 2022 ( 7 Jours   6 Nuits) . Départ : Par Avion .  Prix : 68000 Da / Pension Complète .  .  Programme : .  transfert par Avion  Alger  Tamanrasset   Alger (Aller Retour) . Déplacement en 4X4  Une fois arrivé à Tamanrasset .  Hébergement en bivouac  .  Pension complète (petit déjeuner + déjeuner + diner) et bien sur le thé sahraoui .  Guide touareg francophone et arabophone .  L’organisation et la logistique complète du circuit. .  Soirée animée durant tout le séjour .  .  Vous pouvez consulter le Programme détaillé sur le lien suivant:  . https://www.facebook.com/events/477885794232196/ .  .   Informations_Réservations : .   Pour réserver votre place  il suffit d'envoyer à notre Page Facebook  : Une photo de votre pièce d’identité + Numéro de téléphone. .   Ensuite un virement de 25000 Da (non remboursable en cas d’annulation de la part du participant) par CCP ou au niveau de l'agence est requis afin de confirmer la réservation  .  .   Contact : .  0550632485 .  0799715030 .  .  tourisme  voyage  guides  oasis  sud  sudalgerien  Algerie  aventure  alger  tassili  Hoggar  Assekrem  camping  safari  sahra  vacances  famille  bivouac  tentes  touareg  Yes_Adventure_Dz,YES ADVENTURE
708,76,"Programme à venir : .  . Vendredi 07/10/2022 .  . 1  Randonnée Pédestre   "" Tala Guillef   Pont MÜLLER "" Un Nouveau Circuit Exclusif . https://facebook.com/events/s/randonne tala guilef au pont m/2057853094413846/ .  . 2 Plus Randonnée Semi Aquatique à l'Atlas Blidéen   Nouveau Circuit . https://facebook.com/events/s/randonnee semi aquatique a lat/615955140199568/ .  . Samedi 08/10/2022 .  . 1  Visite guidée à la Casbah d'Alger Spécial Mawlid Nabawi Charif   Qaadat ZMANE (Visite, Déjeuner, Qâada) . https://www.facebook.com/YES.Adventure.DZ/photos/pcb.1235404540588256/1235404397254937/ .  . Pour plus de détail n’hésitez pas à nous contacter .  . Soyez les bienvenus !!!",YES ADVENTURE
709,77, Voyage organisé vers Tamanrasset (TASSILI DU HOGGAR  ASSEKREM)  .  .  Du 27 Octobre 2020 au 02 Novembre 2021 ( 7 Jours   6 Nuits) . Départ : Par Avion .  Prix : 68000 Da / Pension Complète .  .  Programme : .  transfert par Avion  Alger  Tamanrasset   Alger (Aller Retour) . Déplacement en 4X4  Une fois arrivé à Tamanrasset .  Hébergement en bivouac  .  Pension complète (petit déjeuner + déjeuner + diner) et bien sur le thé sahraoui .  Guide touareg francophone et arabophone .  L’organisation et la logistique complète du circuit. .  Soirée animée durant tout le séjour .  .  Vous pouvez consulter le Programme détaillé sur le lien suivant:  . https://www.facebook.com/events/477885794232196/ .  .   Informations_Réservations : .   Pour réserver votre place  il suffit d'envoyer à notre Page Facebook  : Une photo de votre pièce d’identité + Numéro de téléphone. .   Ensuite un virement de 25000 Da (non remboursable en cas d’annulation de la part du participant) par CCP ou au niveau de l'agence est requis afin de confirmer la réservation  .  .   Contact : .  0550632485 .  0799715030 .  .  tourisme  voyage  guides  oasis  sud  sudalgerien  Algerie  aventure  alger  tassili  Hoggar  Assekrem  camping  safari  sahra  vacances  famille  bivouac  tentes  touareg  Yes_Adventure_Dz,YES ADVENTURE
710,79,"بمناسبة المولد النبوي الشريف، جولة مع مرشد سياحي في قصبة الجزائر مع فطور تقليدي وقعدة زمان""بوقالات وشعبي""  .  .  التاريخ :  السبت_08_أكتوبر_2022 ابتداءا من الساعة 10:00 مساءا بساحة الشهداء امام مدخل الميترو .  .  السعر : . 3800 دج /  للشخص . . 2800 دج أطفال أقل من 12 سنة /  للطفل . .  .  الحجز : .   لحجز أماكنكم  يجب إرسال للصفحة  : صورة لبطاقة التعريف + رقم الهاتف. .   بعد ذلك ستصلك رسالة تأكيد الحجز  .  .  لمعلومات إضافية : . 0799715030 / 0550632485 . ________________________________ .  . YES Adventure DZ© à la CASBAH D'ALGER  .  . Spécial Mawlid Nabawi Charif à la Casbah d'Alger   Qaadat ZMANE (Visite, Déjeuner, Qâada) .  . Prévu pour Samedi 08 Octobre 2022 à partir de 10H00 .  . Tarif : . Adulte : 3800 DA DA /  Personne . Enfant   12 ans : 2800 DA DA /  Enfant .  .  Parking disponible au Place des Martyres à côté du « Djemaa El Kbir » .  . Programme : .   Regroupement à 10:00 au niveau de la Place des Martyrs à la Sortie de la Bouche de Métro""ساحة الشهداء"" .   Visite Guidée des monuments historiques de la casbah d’Alger ( Mustapha Bacha, Ancienne Maisonnette) .   Déjeuner traditionnel: Salade variée + Chorba + Bourak + Rechta avec du Poulet + Eau Minérale + Boisson Gazeuse + Thé + Gâteau Traditionnel ; .   EL Hana ""الحنة""; .   Boukalat ""بوقالات""; .   Soirée Musicale Chaabi; .   Guide, assistance et sécurité durant tout l’événement. .  .  INFORMATIONS_RESERVATIONS .    Contact : .  0550 63 24 85 .  0799 71 50 30 .  .  Page Facebook & Instagram : YES Adventure DZ .  .  IMPORTANT  . • Le nombre minimum des participants requis pour maintenir l’événement est de 15 personnes. . • Ce programme peut subir des modifications ou des aménagements en fonction des critères techniques, nombres de participants, impératifs de sécurité du moment. . • Dans ce cas, seuls les responsables de l’encadrement sont habilités à prendre les décisions nécessaires au bon déroulement du programme. . • N'oubliez pas les cartes d’identités. .  . Principes fondamentaux de nos sorties : Sécurité, Respect, écologie et bonne ambiance",YES ADVENTURE
